sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,cost_overrun_pct,overrun_flag,overrun_ratio
CIVIL AVIATION,BELAGAVI AIRPORT- EXPANSION OF TERMINAL BUILDING AND ASSOCIATED WORKS - [N04000105,322.45,,322.45,17.82,,0,0.0
CIVIL AVIATION,CALICUT AIRPORT - DEVELOPMENT OF ADDITIONAL RESA ON EITHER END ON RUNWAY 10-28 AT CALICUT AIRPORT - [N04000111,323.98,,323.98,,,0,0.0
CIVIL AVIATION,"NSCBI AIRPORT KOLKATA: RE-CONSTRUCTION OF RIGID POSITIONS OF SECONDARY RUNWAY, 'K' AND 'A' TAXIWAY - [N04000109",328.3,,328.3,22.35,,0,0.0
CIVIL AVIATION,RAJAHMUNDRY AIRPORT: CONSTRUCTION OF NEW DOMESTIC TERMINAL BUILDING AND MISCELLANEOUS WORKS INCLUD - [N04000103,347.15,,347.15,27.93,,0,0.0
CIVIL AVIATION,PAKYONG AIRPORT- WIDENING OF BASIC STRIP AT WESTERN SIDE OF RUNWAY CHAINAGE 80M TO 920M I/C SLOPE ST - [N04000110,323.26,,323.26,6.01,,0,0.0
COAL,REVISED PROJECT REPORT MAGADH EXPANSION OCP - [N06000216,7254.37,,7254.37,1100.19,,0,0.0
COAL,2,4.0,,5.0,6.0,,0,0.25
COAL,EXPANSION OF KARO OCP - [N06000246,908.47,,908.47,145.14,,0,0.0
COAL,EXPANSION PROJECT AMRAPALI OCP - [N06000217,5136.15,,5136.15,671.43,,0,0.0
COAL,SIRKA OCP - [N06000239,222.82,,222.82,139.31,,0,0.0
COAL,JHARKHAND LAIYO OCP - [N06000240,764.57,,764.57,145.8,,0,0.0
COAL,EXPANSION OF KONAR OCP - [N06000245,799.34,,799.34,349.47,,0,0.0
COAL,EXPANSION OF ASHOK OCP - [N06000247,2898.28,,2898.28,175.01,,0,0.0
COAL,EPR ROHINI KARKATA OCP - [N06000243,1020.42,,1020.42,82.92,,0,0.0
COAL,EPR PUNDI OCP - [N06000242,713.35,,713.35,236.57,,0,0.0
COAL,UCE OF EPR OF NORTH URIMARI OCP - [N06000218,778.8,,778.8,671.23,,0,0.0
COAL,EPR TAPIN SOUTH OCP - [N06000241,230.41,,230.41,18.14,,0,0.0
COAL,KOTRE BASANTPUR PACHMO OCP - [N06000237,861.06,,625.4,362.06,,0,-0.2736859220031124
COAL,CHANDRAGUPT OCP - [N06000238,973.5,,973.5,7.95,,0,0.0
COAL,EXPANSION PR OF JHANJRA UG (5.00 MTY) - [N06000223,1210.12,,1210.12,371.21,,0,0.0
COAL,SIDULI MINE (OC AND UG) - [N06000165,535.18,,535.17,3.91,,0,-1.8685302141318632e-05
COAL,SONEPUR BAZARI EXPANSION OC - [N06000220,5365.88,5366.0,5365.88,470.08,,0,0.0
COAL,NAKRAKONDA KUMARDIH B OCP - [N06000170,502.68,,502.67,56.46,,0,-1.9893371528588575e-05
COAL,BHUBANESWARI EXPANSION OCP - [N06000227,6321.73,,3145.45,1209.27,,0,-0.5024384148010117
COAL,SUBHADRA OCP - [N06000249,1693.81,,1693.81,1129.52,,0,0.0
COAL,GOPALJI-KANIHA OCP - [N06000229,6107.87,,8416.19,1566.44,,0,0.3779255288668555
COAL,INTEGRATED LAKHANPUR-BELPAHAR-LILARI OCP - [N06000167,2434.75,,2434.75,1767.1,,0,0.0
COAL,BALARAM EXPANSION OCP - [N06000230,3504.21,,3504.21,894.77,,0,0.0
COAL,REORGANISATION OF BHARATPUR OCP EXPANSION - [N06000171,2838.87,,2838.87,1562.29,,0,0.0
COAL,RPR OF HINGULA -II EXPANSION PH-III - [N06000261,2264.68,,2264.68,997.96,,0,0.0
COAL,2,4.0,,5.0,6.0,,0,0.25
COAL,PACHWARA SOUTH COAL BLOCK - [N06000193,2242.92,,2242.9,168.84,,0,-8.916947550506397e-06
COAL,TALABIRA II AND III OCP - [N06000189,2401.07,,2401.07,1258.77,,0,0.0
COAL,NLCIL 300 MW SOLAR POWER PROJECT (PART OF 510 MW CPSU SCHEME) - [N06000269,1813.0,,1813.0,298.62,,0,0.0
COAL,NLC TALABIRA THERMAL POWER PROJECT (PHASE-1: 3 X 800 MW) - [N06000270,27213.0,,27213.0,954.95,,0,0.0
COAL,NIGAHI EXPANSION OCP (15 TO 25 MTPA) - [N06000196,1729.68,,1729.68,596.1,,0,0.0
COAL,JAWAHAR KHANI OPENCAST (JK OC) MINE - [N06000259,297.88,,297.88,45.15,,0,0.0
COAL,GOLETI OPENCAST MINE - [N06000258,345.6,,345.6,50.25,,0,0.0
COAL,VIJAY WEST OPENCAST PROJECT - [N06000158,976.95,,976.95,90.89,,0,0.0
COAL,RAMPUR BATURA OC (4.0 MTY) - [N06000233,1248.93,,1248.93,415.92,,0,0.0
COAL,BAROUD OC EXPANSION (3-10 MTY) - [N06000197,2309.8,,2309.8,815.2,,0,0.0
COAL,DIPKA OC EXPANSION 40 MTY - [N06000200,5241.4,,5241.4,2607.21,,0,0.0
COAL,MAHAMAYA OPENCAST PROJECT - [N06000164,410.26,,410.26,178.39,,0,0.0
COAL,PORDA CHIMTAPANI OCP (10 MTY) - [N06000199,2310.12,,2310.12,71.99,,0,0.0
COAL,GHONSA EXPANSION DEEP OC - [N06000205,241.72,,241.72,58.79,,0,0.0
COAL,SAONER UG MINE I EXPANSION - [N06000251,253.51,,253.51,103.5,,0,0.0
COAL,SASTI EXPANSION OC - [N06000206,371.59,,371.59,104.34,,0,0.0
COAL,GANDHIGRAM UG MINE - [N06000183,414.16,,414.16,24.98,,0,0.0
COAL,GOKUL EXPANSION OC - [N06000264,456.95,,456.95,147.9,,0,0.0
COAL,RPR PAUNI II EXPANSION OC 3/2023 - [N06000263,464.45,,464.45,178.76,,0,0.0
COAL,MAKARDHOKDA I EXPANSION OC - [N06000253,497.06,,497.06,144.2,,0,0.0
COAL,URDHAN OC - [N06000265,228.42,,228.42,23.96,,0,0.0
COAL,DINESH (MAKARDHOKDA-III) OC (8.0 MTY) - [N06000222,1184.33,,1184.33,846.03,,0,0.0
COAL,2,4.0,,5.0,6.0,,0,0.25
COAL,TAWA III UG MINE - [N06000250,324.25,,324.25,12.31,,0,0.0
COAL,DHUPTALA OC(SASTI UG TO OC) - [N06000209,720.87,,720.87,179.54,,0,0.0
COAL,MUNGOLI NIRGUDA EXTENSION (DEEP) OC - [N06000231,826.8,,826.8,462.32,,0,0.0
COAL,VISHNUPURI UG TO OC - [N06000260,227.65,,227.65,7.02,,0,0.0
COAL,SHARDA UG - [N06000266,200.16,,200.16,34.27,,0,0.0
COAL,BHANEGAON OC (1.15MTY) - [N06000256,494.6,,494.6,98.36,,0,0.0
COAL,BHATADI EXPANSION OC - [N06000254,729.86,,729.86,158.97,,0,0.0
COAL,NEW MAJARI UG TO OC (3.0 MTY) - [N06000255,496.38,,496.38,143.72,,0,0.0
COAL,RPR GAURI PAUNI EXPANSION OC - [N06000268,497.23,,497.23,40.5,,0,0.0
COAL,SINGHORI DEEP OC - [N06000252,421.84,,421.84,115.89,,0,0.0
COAL,AMALGAMATED DHANKASA JAMUNIA UG (1.84 MTY) - [N06000257,497.01,,497.01,157.83,,0,0.0
COAL,KOLGAON EXPANSION (DEEP) OC - [N06000267,206.19,,206.19,7.75,,0,0.0
COAL,AMALGAMATED YEKONA-I YEKONA-II - [N06000132,727.28,,727.28,531.54,,0,0.0
DPIIT,NATIONAL INDUSTRIAL CORRIDOR PROJECT - [N40000001,20084.0,,20084.0,9718.22,,0,0.0
PETROLEUM,REPLACEMENT AND EXTENSION OF JETTY PIPELINES AT KOCHI REFINERY - [N16000508,621.87,,621.87,35.5,,0,0.0
PETROLEUM,INSTALLATION OF INDEPENDENT DE- AROMATIZED SOLVENTS PRODUCTION FACILITIES AT MUMBAI REFINERY - [N16000507,405.0,,405.0,19.48,,0,0.0
PETROLEUM,SETTING UP A COMMON USER PETROLEUM TERMINAL AT JAMMU FOR RE-SITEMENT OF EXISTING DEPOTS OF PSU OMCS - [N16000500,676.89,,676.89,438.97,,0,0.0
PETROLEUM,2,4.0,,5.0,6.0,,0,0.25
PETROLEUM,ETHYLENE CRACKER PROJECT AT BINA REFINERY INCLUDING DOWNSTREAM PETROCHEMICAL PLANTS AND EXPANSION OF - [N16000518,43367.0,,43367.0,21.67,,0,0.0
PETROLEUM,CITY GAS DISTRIBUTION PROJECTS AT ALIPURDUAR AND COOCH BEHAR - [N16000522,1017.0,,1017.0,59.58,,0,0.0
PETROLEUM,"CITY GAS DISTRIBUTION PROJECTS AT LAKHIMPUR KHERI , SITAPUR, BAHRAICH, SHRAVASTI,BALRAMPUR, - [N16000525",16654.0,,16654.0,242.03,,0,0.0
PETROLEUM,CGD PROJECTS AT FAZILKA (EXCEPT AREA ALREADY AUTHORIZED) GANGANAGAR AND HANUMANGARH DISTRICTS - [N16000520,3207.0,,3207.0,153.42,,0,0.0
PETROLEUM,"CITY GAS DISTRIBUTION PROJECTS AT DARBHANGA, MADHUBANI, SUPAUL, SITAMARHI AND SHEOHAR DISTRICTS - [N16000524",3638.0,,3638.0,185.19,,0,0.0
PETROLEUM,CGD PROJECTS AT THE NILGIRIS AND ERODE DISTRICTS - [N16000521,3685.0,,3685.0,69.58,,0,0.0
PETROLEUM,CITY GAS DISTRIBUTION PROJECTS AT GOPALGANJ SIWAN WEST CHAMPARAN EAST CHAMPARAN AND DEORIA DISTRICTS - [N16000523,3919.0,,3919.0,157.3,,0,0.0
PETROLEUM,CBR 9 MMTPA PROJECT - [N16000434,31580.0,,36354.0,1133.11,,0,0.15117162761241293
PETROLEUM,"SETTING UP OF NEW RAIL FED POL FACILITY AT KAMARDANGA, ASSAM - [N16000494",384.04,,384.04,28.4,,0,0.0
PETROLEUM,CGD PROJECT IN BIHAR JHARKHAND - [N16000497,1377.0,,1377.0,154.63,,0,0.0
PETROLEUM,SETTING UP OF PETROCHEMICAL EVACUATION MARKETING TERMINAL (PEMT) AT BARMER - [N16000512,461.05,,461.05,2.21,,0,0.0
PETROLEUM,HALDIA PANAGARH PIPELINE PROJECT - [N16000478,1010.0,,1010.0,218.11,,0,0.0
PETROLEUM,CGD PROJECT IN WEST BENGAL 11TH ROUND - [N16000498,2628.0,,2628.0,88.5,,0,0.0
PETROLEUM,"CGD PROJECT IN TONK, SAWAI MADHOPUR, DAUSA, KARAULI - [N16000496",1751.0,,1751.0,137.61,,0,0.0
PETROLEUM,"CONSTRUCTION OF LPG FACILITIES AT KAMARDANGA, ASSAM - [N16000484",156.36,,156.36,1.08,,0,0.0
PETROLEUM,CBR ASANUR PIPELINE AND ITS HOOK UP WITH EXISTING CHENNAI TRICHY MADURAI PRODUCT PIPELINE - [N16000451,564.0,,564.0,138.45,,0,0.0
PETROLEUM,"CGD PROJECT AT JHUNJHUNU, SIKAR AND NAGAUR DISTRICTS - [N16000489",575.0,,575.0,75.54,,0,0.0
PETROLEUM,"CGD PROJECT AT MADURAI, THENI AND VIRUDHNAGAR DISTRICTS - [N16000490",1328.0,,1328.0,79.13,,0,0.0
PETROLEUM,CGD PROJECT AT DHARMAPURI AND KRISHNAGIRI DISTRICTS - [N16000486,501.0,,501.0,62.29,,0,0.0
PETROLEUM,CGD PROJECT AT PATHANKOT DISTRICT - [N16000488,151.0,,151.0,7.77,,0,0.0
PETROLEUM,2,4.0,,5.0,6.0,,0,0.25
PETROLEUM,"CGD PROJECT AT KANYAKUMARI, TUTICORIN, TIRUNVELI KATTABO AND TENKASI DISTRICTS - [N16000492",1295.0,,1295.0,86.59,,0,0.0
PETROLEUM,"CGD PROJECT AT KURNOOL, GUNTUR AND PRAKASAM DISTRICTS - [N16000485",1420.0,,1420.0,84.45,,0,0.0
PETROLEUM,POLY BUTADIENE RUBBER PLANT AT PANIPAT - [N16000458,1459.0,,2102.79,222.33,,0,0.44125428375599723
PETROLEUM,INSTALLATION OF BITUMEN MANUFACTURING UNIT ALONG WITH ALLIED FACILITIES AT BARAUNI - [N16000453,389.0,,389.0,20.19,,0,0.0
PETROLEUM,"CGD PROJECT AT BEED, JALGAON AND JALNA DISTRICTS - [N16000487",865.0,,865.0,18.09,,0,0.0
PETROLEUM,CGD PROJECT AT JAMMU DISTRICTS - [N16000527,538.0,,538.0,,,0,0.0
PETROLEUM,EXTENSION OF ASANUR-SANKARI SECTION OF CHENNAI- TRICHY-MADURAI PIPELINE UPTO COIMBATORE (IRUGUR) - [N16000479,346.7,,346.7,0.72,,0,0.0
PETROLEUM,"CGD PROJECT AT EAST MEDNIPORE, WEST MEDNIPORE AND JHARGRAM DISTRICTS - [N16000491",609.0,,609.0,23.49,,0,0.0
PETROLEUM,ATF PIPELINE FROM JAWAHARLAL NEHRU PORT TRUST (JNPT) TO NAVI MUMBAI INTERNATIONAL AIRPORT (NMIA) - [N16000456,165.0,,165.0,35.11,,0,0.0
PETROLEUM,LAYING OF NATURAL GAS PIPELINE FROM HAZARIBAGH TO RANCHI - [N16000480,202.07,,202.07,1.52,,0,0.0
PETROLEUM,"AUGMENTATION OF DIMAPUR DEPOT, DIMAPUR - [N16000529",227.62,,227.62,,,0,0.0
PETROLEUM,ANDHERI RESIDENTIAL TOWERS MUMBAI - [N16000503,281.35,,281.35,71.74,,0,0.0
PETROLEUM,POWER SYSTEM UPGRADATION PROJECT - [N16000509,385.0,,385.0,44.67,,0,0.0
PETROLEUM,POWER RECOVERY TURBINE IN PFCCU - [N16000510,293.5,,293.5,18.59,,0,0.0
PETROLEUM,DCU REVAMP PROJECT - [N16000511,370.0,,370.0,115.28,,0,0.0
PETROLEUM,REDEVELOPMENT OF SANTHAL FIELD - [N16000279,1162.56,,1162.56,1093.53,,0,0.0
PETROLEUM,PIPELINE NETWORK PROJECT RUDRASAGAR - [N16000528,344.99,,344.99,66.51,,0,0.0
PETROLEUM,REDEVELOPMENT OF SOBHASAN COMPLEX - [N16000431,885.63,,1286.67,353.5,,0,0.45283018867924535
PETROLEUM,"REVAMPING OF SV STATIONS, GAS TERMINAL AND KRIBHCO TERMINAL - [N16000514",837.34,,837.34,14.82,,0,0.0
PETROLEUM,KALOL REDEVELOPMENT PROJECT - [N16000481,1487.41,,1487.41,680.25,,0,0.0
PETROLEUM,CONSTRUCTION OF TWO PRODUCED WATER TREATMENT PLANTS (PWTP) AT BECHARAJI AND SOBHASAN INSTALLATION OF - [N16000482,320.2,,187.61,111.52,,0,-0.4140849469081823
PETROLEUM,2,4.0,,5.0,6.0,,0,0.25
PETROLEUM,MHN TCPP PGC BGC PROJECT (MTPBP) - [N16000526,2329.45,,2329.45,,,0,0.0
PETROLEUM,"RESTORATION OF GAS TERMINAL, PHASE-I (PART-A), HAZIRA PLANT - [N16000477",249.43,,249.43,62.35,,0,0.0
PETROLEUM,OLD PIPE LINE REPLACEMENT (OPRP) GROUP-A - [N16000483,173.03,,169.84,105.72,,0,-0.018436109345200243
PETROLEUM,COMMERCIAL POLYMER FLOODING PROJECT IN BECHRAJI FIELD - [N16000444,621.4,,621.4,85.84,,0,0.0
PETROLEUM,UPGRADATION OF FACILITIES OF NUMALIGARH-SILIGURI PRODUCT PIPELINE (NSPL) FOR TRANSPORTATION OF ADDIT - [N16000449,860.0,,860.0,234.6,,0,0.0
POWER,TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PH-III PART D [SIKAR KHETRI TRANSMISSI - [N18000389,2000.0,,2000.0,,,0,0.0
POWER,"SINGRAULI SUPER THERMAL POWER PROJECT, STAGE-III (2X800 MW) - [N18000382",17195.31,,17195.31,531.0,,0,0.0
POWER,"LARA SUPER THERMAL POWER PROJECT, STAGE-II (2X800 MW) - [N18000381",15530.0,,15530.0,709.38,,0,0.0
POWER,DIBANG MULTIPURPOSE PROJECT 2880 MW ARUNACHAL PRADESH - [N18000362,31876.39,,31876.39,2397.93,,0,0.0
POWER,DAYAPAR WIND ENERGY PROJECT 200MW - [N18000345,1316.02,,1316.02,190.59,,0,0.0
POWER,KHAWDA 1255MW SOLAR PROJECT (KHAWDA SOLAR PARK) - [N18000346,7179.54,,7179.54,854.13,,0,0.0
POWER,KHAVDA 1200MW (4X300MW) IN KHAVDA RE PARK - [N18000365,6283.81,,6283.81,244.77,,0,0.0
POWER,TALCHER THERMAL POWER PROJECT STAGE III(2X660 MW) - [N18000364,11844.0,,11844.0,1405.09,,0,0.0
POWER,BADAM COAL MINING PROJECT - [N18000367,501.79,,501.79,40.35,,0,0.0
POWER,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR- LEH TRANSMISSION SYSTEM - [N18000330,288.71,,288.71,26.79,,0,0.0
POWER,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM - [N18000328,318.12,,318.12,132.27,,0,0.0
POWER,TS FOR EVACUATION OF ADDITIONAL 7GW RE POWER FROM KHAVDA RE PARK UNDER PHASE-III PART B [VATAMAN TRA - [N18000384,3752.0,,3752.0,76.02,,0,0.0
POWER,2,4.0,,5.0,6.0,,0,0.25
POWER,TS FOR EVACUATION OF 7GW RE INJECTION AT KHAVDA PS UNDER PHASE-IV PART E4 - [N18000377,224.0,,224.0,,,0,0.0
POWER,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION - [N18000343,307.87,,307.87,46.31,,0,0.0
POWER,"TS FOR SOLAR ENERGY ZONE IN BIDAR (2500MW), KARNATAKA [BIDAR TRANSMISSION LTD] - [N18000388",2148.0,,2148.0,,,0,0.0
POWER,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART J - [N18000378,331.0,,331.0,4.66,,0,0.0
POWER,ER WR TRANSMISSION LIMITED - [N18000353,281.16,,281.16,0.11,,0,0.0
POWER,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C - [N18000338,186.19,,186.19,15.31,,0,0.0
POWER,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART-A PART B - [N18000352,3546.94,,3546.94,589.03,,0,0.0
POWER,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART E2 - [N18000379,428.0,,428.0,,,0,0.0
POWER,TS FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH- IV (PART-1) [BIKANER COMPLEX] PART D [NEEMRANA II B - [N18000387,2056.0,,2056.0,110.42,,0,0.0
POWER,EASTERN REGION EXPANSION SCHEME XXIX - [N18000351,524.04,,524.04,240.01,,0,0.0
POWER,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME-XXVIII AND XXIX - [N18000355,260.3,,260.3,40.74,,0,0.0
POWER,TS FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH- IV (PART-1) [BIKANER COMPLEX] PART A [BIKANER III N - [N18000386,2998.0,,2998.0,72.72,,0,0.0
POWER,"KHAVDA PHASE-II-PART C, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA - [N18000361",2820.99,,2820.99,,,0,0.0
POWER,"TS FOR EVACUATION OF POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III, PART E1 - [N18000373",688.74,,688.74,,,0,0.0
POWER,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART C1 - [N18000375,1796.0,,1796.0,158.45,,0,0.0
POWER,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART H - [N18000374,2211.0,,2211.0,109.74,,0,0.0
POWER,TRANSMISSION SYSTEM ASSOCIATED WITH WESTERN REGION EXPANSION SCHEME XXVII - [N18000354,271.69,,271.69,25.35,,0,0.0
POWER,TS FOR EVACUATION POWER FROM REZ IN RAJASTHAN (20GW) UNDER PHASE-III PART B1 - [N18000376,2191.0,,2191.0,147.99,,0,0.0
POWER,TRANSMISSION NETWORK EXPANSION IN GUJARAT ASSOCIATED WITH INTEGRATION OF RE PROJECTS FROM KHAVDA POT - [N18000358,815.12,,815.12,2.99,,0,0.0
POWER,TS FOR EVACUATION OF POWER FROM POTENTIAL RE ZONE IN KHAVDA AREA OF GUJARAT UNDER PH-IV PART E3 - [N18000383,334.0,,334.0,,,0,0.0
POWER,2,4.0,,5.0,6.0,,0,0.25
POWER,TS FOR INTRGRATION OF RE ZONE (PHASE II) IN KOPPAL II (PHASE A&B) AND GADAG II (PHASE A) IN KARNATAK - [N18000385,2889.0,,2889.0,,,0,0.0
POWER,"KHAVDA PHASE-II-PART B, GUJARAT- TRANSMISSION SCHEME FOR EVACUATION OF 4.5 GW RE INJECTION AT KHAVDA - [N18000360",1167.55,,1167.55,205.35,,0,0.0
POWER,TRANSMISSION SYSTEM SCHEME FOR EVACUATION OF POWER FROM REZ RAJASTHAN (8.1 GW) UNDER PHASE-II PART - [N18000356,1433.28,,1433.28,359.47,,0,0.0
POWER,"KHAVDA-2, GUJARAT- ESTABLISHMENT OF KHAVDA POOLING STATION-2 (KPS2) IN KHAVDA RE PARK - [N18000359",966.79,,966.79,26.0,,0,0.0
POWER,ESTABLISHMENT OF KHAVDA POOLING STATION 3 (KPS3) IN KHAVDA RE PARK - [N18000357,922.3,,922.3,107.23,,0,0.0
POWER,LUHRI HYDROELECTRIC PROJECT (STAGE1) - [N18000279,1810.56,,1810.56,1466.02,,0,0.0
POWER,DHAULASIDH HYDROELECTRIC PROJECT (66 MW) - [N18000291,687.97,,687.97,630.46,,0,0.0
POWER,SUNNI DAM HYDRO ELECTRIC PROJECT - [N18000344,2614.51,,2614.51,689.99,,0,0.0
RAILWAYS,PARASNATH-MADHUBAN-GIRIDIH - [N22000527,816.03,,902.86,3.08,,0,0.10640540176219017
RAILWAYS,SURFACE TRIANGLE LINE BETWEEN BHADURA STATION AND NEW CROSSING STN KARMA DOUBLING - [N22000525,199.96,,199.96,55.09,,0,0.0
RAILWAYS,GOMOH - FLYOVER FOR DOWN TRAINS - [N22000611,487.73,,487.73,245.45,,0,0.0
RAILWAYS,DOUBLING OF PRADHANKHUNTA JN -PATHERDIH BAZAR- BHOJUDIH - [N22000529,202.0,,349.22,,,0,0.7288118811881189
RAILWAYS,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION - [N22000519,190.9,,190.9,10.0,,0,0.0
RAILWAYS,JEYPORE NABARANGPUR NEWLINE - [N22000517,499.99,,747.91,,,0,0.49584991699833986
RAILWAYS,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION - [N22000520,189.93,,189.93,,,0,0.0
RAILWAYS,BAGHUAPAL FLY OVER (20 KM) - [N22000522,183.0,,183.0,,,0,0.0
RAILWAYS,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE - [N22000521,48.44,297.0,297.0,,,0,5.131296449215525
RAILWAYS,JEYPORE MALKANGIRI NEW LINE - [N22000516,642.69,,642.69,150.72,,0,0.0
RAILWAYS,TALCHER - ANGUL NEW LINE WITH Y CONNECTION AT TALCHER - [N22000518,278.96,495.0,494.62,,,0,0.7730857470605106
RAILWAYS,2,4.0,,5.0,6.0,,0,0.25
RAILWAYS,NAGPUR- NAGBHIR RAILWAY LINE GAUGE CONVERSION PROJECT - [N22000629,1400.0,,1400.0,,,0,0.0
RAILWAYS,YESHVANTHPUR-CHANNASANDRA (21.7 KM) - [N22000543,169.65,,169.65,71.75,,0,0.0
RAILWAYS,BAIYYAPPANAHALLI-HOSUR (48 KM) - [N22000542,375.67,,375.67,,,0,0.0
RAILWAYS,ALLAHABAD-BAMHRAULI - 4TH LINE (10 KM) WITH FLY-OVER AT SUBEDARGANJ - [N22000563,494.11,,494.11,,,0,0.0
RAILWAYS,MATHURA - VRINDAVAN (11 KM) - [N22000612,402.88,,402.88,,,0,0.0
RAILWAYS,MUGHALSARAI - ALLAHABAD - 3RD LINE - [N22000544,2390.0,,2390.0,,,0,0.0
RAILWAYS,ALIGARH-HARDUAGANJ FLYOVER (22 KM) - [N22000545,1456.89,,1456.89,,,0,0.0
RAILWAYS,ALIGARH-DAUD KHAN - 3RD LINE (6.9 KM) & CONSTRUCTION OF FLYOVER AT DAUD KHAN - [N22000562,451.99,,451.99,,,0,0.0
RAILWAYS,LALITPUR - BIRARI WITH FLYOVER AT LALITPUR - [N22000546,260.0,,260.0,,,0,0.0
RAILWAYS,KATIHAR-KUMEDPUR & KATIHAR-MUKURIA (64.5 KM) (UMBRELLA WORK PB#57/2019-20/NR) - [N22000570,745.0,,745.0,,,0,0.0
RAILWAYS,GUDHA THATHANA MITHRI TEST TRACK FOR RDSO - [N22000593,528.48,,528.48,307.66,,0,0.0
RAILWAYS,JAUNPUR AKBARPUR (TANDA) DOUBLING - [N22000582,515.5,,676.0,,,0,0.3113482056256062
RAILWAYS,BARABANKI-MALHAUR - 3RD & 4TH LINE (32.84 KM) - [N22000590,323.85,,323.85,,,0,0.0
RAILWAYS,DOUBLING BETWEEN JAUNPUR JN-ZAFFARABAD (6.28 KM) - [N22000591,177.33,,177.33,,,0,0.0
RAILWAYS,FEROZPUR - PATTI (25.72 KM) - [N22000614,299.74,,299.74,,,0,0.0
RAILWAYS,JANGHAI PRATAPGARH AMETHI DOUBLING - [N22000583,701.98,,1100.0,,,0,0.566996210718254
RAILWAYS,BARABANKI AKBARPUR DOUBLING - [N22000578,1200.0,,1700.0,,,0,0.4166666666666667
RAILWAYS,LUDHIANA MULLANPUR DOUBLING - [N22000589,82.99,234.77,235.0,,,0,1.8316664658392579
RAILWAYS,LUDHIANA KILA RAIPUR (19 KMS) WITH FREIGHT LINE AT GILL STATION ON LDH-JHL SECTION - [N22000584,235.72,,235.72,,,0,0.0
RAILWAYS,2,4.0,,5.0,6.0,,0,0.25
RAILWAYS,DALLIRAJHARA - ROWGHAT (95 KM) {PART OF DALLIRAJHARA- JAGDALPUR (235 KM)} - [N22000602,631.78,,1627.56,1323.64,,0,1.576149925607015
RAILWAYS,3RD LINE BETWEEN DHANBAD SONNAGAR - [N22000599,8975.0,,7906.38,4630.47,,0,-0.11906629526462394
RAILWAYS,JANGHAI-PHAPHAMAU - DOUBLING WITH ELECTRIFICATION (46.79 KM) - [N22000596,357.48,,409.38,312.07,,0,0.14518294729775086
RAILWAYS,JUNAGARH -VISAVADAR (42.28) KM - [N22000600,492.83,,492.83,,,0,0.0
RAILWAYS,INDORE BUDNI (INDORE JABALPUR) - [N22000601,4340.0,,7393.75,1004.86,,0,0.7036290322580645
RAILWAYS,RENIGUNTA WADI GOOTY - BYPASS - [N22000587,302.0,,302.0,98.83,,0,0.0
RAILWAYS,VIJAYAWADA KAZIPET BYEPASS LINE - [N22000586,226.72,,226.72,107.76,,0,0.0
RAILWAYS,DOUBLING BETWEEN GOOTY-PENDAKALLU (29.225) - [N22000585,351.83,,351.83,,,0,0.0
RAILWAYS,DOUBLING OF BORIDAND - AMBIKAPUR ( SURAJPUR) - [N22000580,1376.2,,775.82,33.55,,0,-0.4362592646417672
RAILWAYS,Gauge conversion of Raipur(Kendri)-Dhamtari and Abhanpur-Rajim branch (67.20 km) - [N22000572,1171.3,,1171.3,209.98,,0,0.0
RAILWAYS,NIPANIA-BHATAPRA (14.4 KM) 4TH LINE (PB#72/NR/2022-23) - [N22000573,170.49,,170.49,0.1,,0,0.0
RAILWAYS,4TH LINE - RAJNANDGAON-DONGARHGARH (31.2 KM) (PB#72/NR/2022-23) - [N22000577,328.34,,328.34,0.37,,0,0.0
RAILWAYS,4TH LINE - DADHAPARA-BELHA (9.2 KM) (PB#72/NR/2022-23) - [N22000576,169.06,,169.06,0.22,,0,0.0
